ID,AGE,JOB,MARITAL,EDUCATION,DEFAULT,BALANCE,HOUSING,LOAN,CONTACT,DAY,MONTH,DURATION,CAMPAIGN,PDAYS,PREVIOUS,POUTCOME,TARGET
cl/37279,35,unemployed,single,secondary,no,2116,yes,no,cellular,13,may,409,2,-1,0,,no
cl/19134,38,technician,married,tertiary,no,202,no,no,cellular,5,aug,1311,2,-1,0,,yes
cl/27589,33,admin.,single,secondary,no,1834,yes,no,cellular,21,nov,11,2,-1,0,,no
cl/11773,44,blue-collar,single,primary,no,10984,no,no,,20,jun,258,18,-1,0,,no
cl/244,49,management,married,tertiary,no,3237,yes,no,,5,may,232,3,-1,0,,no
cl/15328,35,management,married,tertiary,no,552,yes,yes,cellular,18,jul,222,1,-1,0,,no
cl/13786,35,services,single,secondary,no,25,yes,no,cellular,10,jul,144,1,-1,0,,no
cl/29279,41,services,divorced,secondary,no,-376,yes,no,cellular,2,feb,421,3,238,9,other,no
cl/39343,23,services,single,secondary,no,1393,yes,yes,cellular,18,may,42,8,-1,0,,no
cl/8475,39,unemployed,married,secondary,no,270,yes,no,,3,jun,116,1,-1,0,,no
cl/38573,32,blue-collar,divorced,secondary,no,201,yes,no,cellular,15,may,63,8,365,24,other,no
cl/1116,50,blue-collar,married,primary,yes,354,yes,no,,7,may,123,2,-1,0,,no
cl/5487,36,admin.,married,secondary,no,614,yes,no,,23,may,13,5,-1,0,,no
cl/20754,31,management,single,tertiary,no,170,yes,yes,cellular,13,aug,458,2,-1,0,,no
cl/18329,47,blue-collar,married,secondary,no,1968,yes,no,cellular,31,jul,394,2,-1,0,,no
cl/34172,40,management,married,tertiary,no,158,no,no,telephone,30,apr,712,2,-1,0,,yes
cl/44527,43,blue-collar,married,secondary,no,413,yes,no,cellular,12,aug,235,2,182,4,success,yes
cl/9222,42,management,married,tertiary,no,477,yes,no,,5,jun,517,3,-1,0,,no
cl/13883,60,retired,divorced,tertiary,no,2131,no,no,cellular,10,jul,421,6,-1,0,,no
cl/34317,39,management,single,tertiary,no,1515,yes,no,cellular,4,may,815,6,167,6,failure,yes
cl/26679,37,services,married,secondary,no,4760,yes,no,cellular,20,nov,187,2,-1,0,,no
cl/6525,39,technician,married,primary,no,169,yes,no,,27,may,133,2,-1,0,,no
cl/21381,51,management,single,tertiary,yes,-55,yes,no,cellular,18,aug,119,6,-1,0,,no
cl/37274,39,blue-collar,married,primary,no,1004,yes,no,cellular,13,may,364,2,-1,0,,no
cl/34904,26,management,single,tertiary,no,1494,yes,no,cellular,6,may,477,2,-1,0,,no
cl/4136,47,blue-collar,married,secondary,no,863,yes,no,,19,may,943,2,-1,0,,yes
cl/17814,39,technician,married,secondary,no,738,no,yes,cellular,29,jul,90,2,-1,0,,no
cl/7737,37,technician,single,secondary,no,786,yes,no,,30,may,103,2,-1,0,,no
cl/36451,52,management,married,tertiary,no,-11,yes,no,cellular,11,may,94,4,-1,0,,no
cl/18943,47,,married,unknown,no,194,no,no,cellular,4,aug,108,1,-1,0,,no
cl/27469,31,self-employed,single,tertiary,no,17924,yes,no,cellular,21,nov,608,3,-1,0,,no
cl/10987,44,blue-collar,single,primary,no,99,no,no,,17,jun,187,7,-1,0,,no
cl/25657,38,technician,married,secondary,no,4030,yes,no,cellular,19,nov,75,2,177,5,failure,no
cl/28657,29,management,single,tertiary,no,1218,no,no,cellular,30,jan,258,2,-1,0,,no
cl/19051,42,technician,married,secondary,no,-356,yes,yes,cellular,5,aug,97,1,-1,0,,no
cl/11765,39,self-employed,single,secondary,no,759,yes,no,,20,jun,100,1,-1,0,,no
cl/38795,29,services,single,secondary,no,9,yes,no,cellular,18,may,19,5,-1,0,,no
cl/1957,29,blue-collar,single,secondary,no,348,yes,no,,9,may,185,2,-1,0,,no
cl/41845,61,technician,married,primary,no,6384,no,no,cellular,16,oct,55,2,-1,0,,no
cl/5205,27,services,single,secondary,no,259,yes,no,,23,may,78,10,-1,0,,no
cl/350,46,management,single,tertiary,no,187,yes,no,,5,may,113,2,-1,0,,no
cl/44973,67,retired,married,secondary,no,203,no,no,cellular,11,oct,405,1,266,2,success,yes
cl/16601,51,services,married,secondary,no,53,no,yes,cellular,24,jul,192,1,-1,0,,no
cl/29594,42,,single,primary,no,2398,yes,no,cellular,3,feb,144,2,271,2,failure,no
cl/28752,47,unemployed,single,tertiary,no,2500,no,no,cellular,30,jan,240,1,-1,0,,no
cl/14665,31,unemployed,married,secondary,no,31,yes,no,cellular,15,jul,211,6,-1,0,,no
cl/41252,18,student,single,secondary,no,5,no,no,cellular,24,aug,143,2,-1,0,,no
cl/4736,23,student,single,secondary,no,-116,yes,no,,20,may,109,6,-1,0,,no
cl/9296,34,management,single,tertiary,no,125,yes,yes,,5,jun,18,31,-1,0,,no
cl/9041,45,management,married,secondary,no,0,no,no,,5,jun,65,2,-1,0,,no
cl/10586,40,blue-collar,married,secondary,no,876,no,no,,16,jun,208,1,-1,0,,no
cl/29824,28,technician,single,secondary,no,34,yes,no,cellular,4,feb,16,6,268,4,failure,no
cl/23066,42,technician,single,secondary,no,275,no,no,cellular,26,aug,31,8,-1,0,,no
cl/42574,89,retired,divorced,primary,no,1323,no,no,telephone,29,dec,207,4,189,1,other,no
cl/4490,31,admin.,single,secondary,no,121,yes,no,,20,may,187,1,-1,0,,no
cl/26203,39,services,married,secondary,no,3294,no,yes,cellular,20,nov,116,1,-1,0,,no
cl/14814,54,blue-collar,married,secondary,no,0,no,yes,cellular,16,jul,156,1,-1,0,,no
cl/39531,37,services,married,secondary,no,2915,no,no,cellular,26,may,314,2,-1,0,,no
cl/23245,31,technician,divorced,secondary,no,24,no,yes,cellular,27,aug,352,2,-1,0,,no
cl/34623,47,technician,married,secondary,no,57,no,no,cellular,5,may,253,1,342,1,success,no
cl/17671,43,entrepreneur,married,tertiary,yes,0,no,yes,telephone,29,jul,184,4,-1,0,,no
cl/16784,34,technician,single,secondary,no,347,yes,no,cellular,24,jul,947,6,-1,0,,no
cl/4344,23,technician,single,unknown,no,710,yes,no,,19,may,374,6,-1,0,,no
cl/16169,26,management,single,tertiary,no,97,yes,no,cellular,22,jul,233,1,-1,0,,no
cl/8014,39,management,married,tertiary,no,2763,yes,no,,2,jun,526,2,-1,0,,yes
cl/24059,30,blue-collar,married,secondary,no,1664,yes,no,telephone,20,oct,2016,1,-1,0,,yes
cl/39500,28,admin.,single,secondary,no,707,yes,no,cellular,25,may,226,1,-1,0,,yes
cl/3028,29,entrepreneur,single,tertiary,no,303,yes,no,,14,may,180,4,-1,0,,no
cl/26951,37,technician,single,tertiary,no,6889,yes,no,cellular,21,nov,1221,1,-1,0,,no
cl/9033,37,self-employed,single,secondary,no,125,no,no,,5,jun,56,1,-1,0,,no
cl/38175,38,services,married,secondary,no,773,yes,no,cellular,15,may,198,1,359,1,other,no
cl/10537,37,services,married,secondary,no,-58,yes,no,,16,jun,146,3,-1,0,,no
cl/2090,39,blue-collar,divorced,secondary,no,36,yes,no,,12,may,109,2,-1,0,,no
cl/69,35,blue-collar,single,secondary,no,12223,yes,yes,,5,may,177,1,-1,0,,no
cl/43408,19,student,single,secondary,no,394,no,no,cellular,5,apr,327,3,-1,0,,yes
cl/27257,35,management,married,tertiary,no,0,yes,no,cellular,21,nov,189,1,128,2,other,no
cl/10316,57,entrepreneur,married,secondary,no,5657,yes,no,,12,jun,146,1,-1,0,,no
cl/24674,35,admin.,divorced,secondary,no,0,yes,yes,cellular,17,nov,86,2,-1,0,,no
cl/35415,49,blue-collar,married,secondary,no,-327,yes,no,cellular,7,may,423,1,-1,0,,no
cl/9825,43,management,single,tertiary,no,1046,no,no,,9,jun,901,1,-1,0,,yes
cl/17921,47,blue-collar,married,primary,no,320,no,no,telephone,30,jul,203,2,-1,0,,no
cl/32815,36,blue-collar,single,unknown,no,185,yes,yes,cellular,17,apr,301,2,-1,0,,no
cl/37734,43,management,married,tertiary,no,-271,yes,yes,telephone,14,may,121,1,-1,0,,no
cl/3281,54,blue-collar,married,primary,no,950,yes,no,,15,may,285,2,-1,0,,no
cl/7217,44,blue-collar,married,secondary,no,6491,yes,no,,29,may,244,1,-1,0,,no
cl/1217,32,blue-collar,single,secondary,no,5,yes,yes,,8,may,134,1,-1,0,,no
cl/18794,58,blue-collar,married,secondary,no,-27,no,yes,telephone,31,jul,77,13,-1,0,,no
cl/8334,38,blue-collar,married,primary,no,-854,yes,no,,2,jun,194,4,-1,0,,no
cl/41661,39,management,married,tertiary,no,24,no,no,cellular,1,oct,199,1,-1,0,,no
cl/21510,47,blue-collar,married,primary,no,43,no,no,cellular,19,aug,222,2,-1,0,,no
cl/42322,24,blue-collar,married,secondary,no,272,no,no,cellular,16,nov,105,2,94,2,success,yes
cl/15348,29,blue-collar,married,secondary,yes,-643,yes,no,cellular,18,jul,277,1,-1,0,,no
cl/6619,29,management,married,tertiary,no,16232,no,no,,28,may,39,4,-1,0,,no
cl/26423,57,entrepreneur,married,secondary,no,1888,no,no,cellular,20,nov,80,1,-1,0,,no
cl/44111,59,management,married,secondary,no,111,no,no,telephone,8,jul,312,2,381,3,failure,no
cl/42447,50,admin.,married,secondary,no,10250,yes,no,cellular,7,dec,254,3,385,2,other,yes
cl/43400,47,admin.,married,secondary,no,70,yes,no,cellular,5,apr,144,4,374,2,success,yes
cl/8523,27,blue-collar,married,secondary,no,818,yes,no,,3,jun,188,5,-1,0,,no
cl/9320,58,technician,married,primary,yes,-247,no,no,,6,jun,179,1,-1,0,,no
cl/42284,74,retired,married,primary,no,0,no,no,telephone,13,nov,332,2,92,2,success,no
cl/41102,70,entrepreneur,married,tertiary,no,15265,no,no,cellular,17,aug,551,2,-1,0,,no
cl/27506,45,technician,single,tertiary,no,302,yes,no,cellular,21,nov,22,2,154,4,failure,no
cl/16551,31,management,single,tertiary,no,241,yes,no,cellular,24,jul,241,3,-1,0,,no
cl/2138,29,admin.,divorced,secondary,no,891,no,no,,12,may,820,1,-1,0,,no
cl/8913,31,admin.,married,secondary,no,454,yes,no,,4,jun,119,1,-1,0,,no
cl/15685,27,admin.,single,secondary,no,-34,no,yes,cellular,21,jul,171,2,-1,0,,no
cl/34984,32,management,single,tertiary,no,-248,yes,yes,cellular,6,may,109,1,315,20,other,no
cl/15378,46,admin.,divorced,primary,no,505,no,yes,cellular,18,jul,119,4,-1,0,,no
cl/40434,28,management,single,tertiary,no,12956,yes,no,cellular,2,jul,940,1,399,3,success,yes
cl/5879,30,blue-collar,married,secondary,no,187,yes,no,,26,may,272,6,-1,0,,no
cl/23314,31,self-employed,single,tertiary,no,1788,no,no,cellular,27,aug,212,15,-1,0,,no
cl/5421,46,management,married,tertiary,no,-267,no,no,,23,may,249,3,-1,0,,no
cl/17372,59,blue-collar,divorced,secondary,no,-361,no,yes,cellular,28,jul,247,3,-1,0,,no
cl/5972,45,management,married,secondary,no,5888,yes,no,,26,may,45,5,-1,0,,no
cl/25338,35,management,married,tertiary,no,2472,no,no,cellular,18,nov,586,2,-1,0,,no
cl/23898,60,retired,married,primary,no,219,no,no,cellular,29,aug,235,2,-1,0,,no
cl/8037,29,management,single,tertiary,no,144,yes,no,,2,jun,105,3,-1,0,,no
cl/43184,51,technician,married,tertiary,no,0,no,no,cellular,2,mar,539,2,-1,0,,yes
cl/4313,37,management,divorced,tertiary,no,122,yes,no,,19,may,1622,2,-1,0,,yes
cl/24446,53,management,divorced,tertiary,no,5187,no,yes,cellular,17,nov,560,2,-1,0,,no
cl/44918,35,admin.,married,tertiary,no,318,yes,yes,cellular,1,oct,142,1,-1,0,,no
cl/18251,43,admin.,married,secondary,no,0,no,no,cellular,31,jul,408,8,-1,0,,no
cl/39455,60,retired,divorced,tertiary,no,439,no,yes,cellular,25,may,464,1,321,1,failure,yes
cl/40645,75,blue-collar,married,secondary,no,6053,no,no,telephone,5,aug,416,1,-1,0,,no
cl/10639,53,blue-collar,married,primary,no,4641,no,no,,16,jun,356,2,-1,0,,no
cl/41670,61,management,married,tertiary,no,1224,no,no,cellular,1,oct,99,1,-1,0,,no
cl/25827,56,admin.,married,secondary,no,33,no,yes,cellular,19,nov,111,1,-1,0,,no
cl/30823,31,technician,married,secondary,no,783,no,no,telephone,9,feb,10,5,-1,0,,no
cl/23909,39,management,single,secondary,no,36,no,no,cellular,29,aug,70,2,-1,0,,no
cl/44425,48,housemaid,single,primary,no,46,no,no,cellular,4,aug,118,1,1,3,success,yes
cl/10187,59,technician,married,tertiary,no,4445,no,no,,11,jun,96,7,-1,0,,no
cl/2388,54,retired,divorced,tertiary,no,0,no,no,,13,may,618,1,-1,0,,yes
cl/30089,34,management,married,tertiary,yes,-30,yes,no,cellular,4,feb,449,2,-1,0,,no
cl/43856,36,self-employed,single,tertiary,no,134,no,yes,,1,jun,36,1,-1,0,,no
cl/37655,43,blue-collar,divorced,secondary,no,688,yes,no,cellular,14,may,149,3,-1,0,,no
cl/18447,30,services,married,secondary,no,48,yes,no,cellular,31,jul,662,13,-1,0,,yes
cl/4517,33,blue-collar,married,primary,no,163,yes,no,,20,may,135,1,-1,0,,no
cl/17539,45,management,married,unknown,no,1525,no,no,cellular,29,jul,36,2,-1,0,,no
cl/43617,51,management,single,tertiary,no,4305,yes,no,cellular,4,may,126,1,-1,0,,no
cl/18213,59,management,divorced,tertiary,no,0,no,no,telephone,30,jul,196,3,-1,0,,no
cl/16395,50,management,married,tertiary,no,1562,yes,no,cellular,23,jul,92,2,-1,0,,no
cl/20755,45,blue-collar,married,primary,no,6691,no,no,cellular,13,aug,211,2,-1,0,,no
cl/8081,51,management,divorced,tertiary,no,6,no,no,,2,jun,193,4,-1,0,,no
cl/35981,34,self-employed,single,tertiary,no,366,yes,no,cellular,8,may,348,4,-1,0,,no
cl/4883,32,technician,married,secondary,no,2693,yes,no,,21,may,16,1,-1,0,,no
cl/36832,27,admin.,single,secondary,no,292,yes,no,cellular,12,may,53,9,362,8,other,no
cl/5867,41,technician,married,secondary,no,457,yes,yes,,26,may,181,2,-1,0,,no
cl/37182,35,blue-collar,married,secondary,no,260,yes,no,telephone,13,may,155,6,-1,0,,no
cl/37101,38,blue-collar,married,primary,no,447,yes,no,cellular,13,may,699,1,-1,0,,no
cl/12743,27,management,single,secondary,no,1609,yes,no,cellular,7,jul,360,3,-1,0,,no
cl/39222,34,blue-collar,married,secondary,no,355,yes,no,cellular,18,may,189,3,348,3,failure,no
cl/12526,45,blue-collar,divorced,secondary,no,-705,no,yes,,3,jul,111,1,-1,0,,no
cl/1429,47,blue-collar,married,secondary,no,116,yes,no,,8,may,376,2,-1,0,,no
cl/27174,38,management,single,unknown,no,715,yes,no,cellular,21,nov,140,1,185,2,failure,no
cl/14682,30,blue-collar,single,primary,no,0,no,no,cellular,15,jul,716,3,-1,0,,yes
cl/43891,31,management,married,tertiary,no,877,no,no,cellular,9,jun,192,1,93,7,other,yes
cl/40586,71,retired,single,tertiary,no,1285,no,no,telephone,27,jul,195,2,-1,0,,no
cl/9781,36,technician,married,secondary,no,300,no,no,,9,jun,287,1,-1,0,,no
cl/40170,30,unemployed,single,tertiary,no,1159,no,no,telephone,5,jun,366,1,-1,0,,yes
cl/23069,52,management,single,tertiary,no,83,no,no,cellular,26,aug,1223,6,-1,0,,yes
cl/28302,38,admin.,divorced,secondary,no,478,no,no,cellular,29,jan,73,1,-1,0,,no
cl/6659,30,services,married,secondary,no,419,yes,no,,28,may,390,1,-1,0,,no
cl/31172,41,technician,married,secondary,no,349,no,yes,cellular,27,feb,48,1,-1,0,,no
cl/36161,24,services,married,secondary,no,4500,yes,no,cellular,11,may,733,2,-1,0,,yes
cl/18546,42,technician,single,secondary,no,0,no,no,telephone,31,jul,33,13,-1,0,,no
cl/8691,27,blue-collar,married,primary,no,60,yes,no,,3,jun,550,1,-1,0,,no
cl/20012,32,technician,single,secondary,no,483,no,no,cellular,8,aug,580,3,-1,0,,yes
cl/10724,45,housemaid,married,primary,no,938,no,no,,16,jun,103,3,-1,0,,no
cl/28844,57,management,married,tertiary,no,0,no,yes,cellular,30,jan,209,2,197,2,other,no
cl/23768,31,technician,married,secondary,no,367,no,no,cellular,28,aug,79,17,-1,0,,no
cl/43248,69,retired,married,unknown,no,426,no,no,telephone,9,mar,225,1,90,1,success,yes
cl/35751,51,management,divorced,secondary,no,-35,yes,no,cellular,8,may,498,1,263,5,failure,no
cl/39273,27,technician,single,secondary,no,78,yes,yes,cellular,18,may,5,2,-1,0,,no
cl/7260,42,services,married,primary,no,91,yes,no,,29,may,87,7,-1,0,,no
cl/5560,30,technician,single,secondary,no,1572,yes,yes,,23,may,209,3,-1,0,,no
cl/37798,33,management,single,tertiary,no,-149,yes,no,cellular,14,may,111,1,296,3,failure,no
cl/35353,42,admin.,married,secondary,no,874,yes,no,cellular,7,may,176,1,287,2,other,no
cl/25616,45,management,married,tertiary,no,80,no,yes,cellular,19,nov,157,1,-1,0,,no
cl/9838,45,technician,married,primary,no,-322,no,no,,9,jun,225,2,-1,0,,no
cl/12424,35,technician,married,tertiary,no,1526,yes,no,,30,jun,138,4,-1,0,,no
cl/17514,32,blue-collar,married,secondary,no,129,yes,no,cellular,29,jul,119,7,-1,0,,no
cl/39876,38,technician,married,secondary,no,1931,no,no,cellular,2,jun,167,1,298,10,other,no
cl/38660,26,student,single,secondary,no,372,yes,no,cellular,15,may,34,11,374,2,other,no
cl/5661,37,technician,married,secondary,yes,-886,yes,no,,26,may,224,1,-1,0,,no
cl/11132,58,unemployed,divorced,secondary,no,7798,no,no,,18,jun,247,5,-1,0,,no
cl/10940,32,services,single,secondary,no,914,yes,no,,17,jun,236,2,-1,0,,no
cl/24796,33,blue-collar,married,secondary,no,24,yes,no,cellular,18,nov,184,1,-1,0,,no
cl/13802,42,blue-collar,divorced,secondary,no,898,yes,no,cellular,10,jul,347,1,-1,0,,no
cl/18572,54,unemployed,married,secondary,no,3250,no,no,cellular,31,jul,94,3,-1,0,,no
cl/13158,31,self-employed,married,secondary,no,731,no,yes,cellular,8,jul,188,1,-1,0,,no
cl/26827,35,management,married,tertiary,no,0,yes,no,cellular,20,nov,197,4,30,1,failure,no
cl/42092,28,student,single,tertiary,no,3717,no,no,telephone,30,oct,177,2,-1,0,,no
cl/10016,39,services,married,secondary,no,1367,yes,no,,9,jun,53,4,-1,0,,no
cl/11275,45,technician,married,secondary,no,2571,no,no,,18,jun,146,2,-1,0,,no
cl/44655,62,management,married,secondary,no,1128,no,no,cellular,2,sep,236,1,290,3,other,yes
cl/11425,44,blue-collar,single,primary,no,1308,no,yes,,19,jun,161,1,-1,0,,no
cl/36340,28,technician,married,secondary,no,448,yes,no,cellular,11,may,188,2,346,3,other,no
cl/26218,51,admin.,married,secondary,no,684,yes,no,cellular,20,nov,68,1,-1,0,,no
cl/29611,43,management,married,tertiary,no,5082,no,no,cellular,3,feb,99,3,-1,0,,no
cl/40527,52,technician,married,tertiary,no,523,yes,yes,cellular,8,jul,113,1,-1,0,,no
cl/25888,43,blue-collar,married,primary,no,12618,yes,no,cellular,19,nov,25,1,-1,0,,no
cl/19879,40,technician,single,secondary,no,8259,no,no,cellular,8,aug,254,4,-1,0,,no
cl/25142,36,entrepreneur,married,secondary,no,215,yes,yes,cellular,18,nov,309,1,-1,0,,no
cl/34642,27,entrepreneur,single,tertiary,no,2159,yes,no,cellular,5,may,1101,1,-1,0,,no
cl/23265,30,technician,married,tertiary,no,569,no,no,cellular,27,aug,976,12,-1,0,,yes
cl/13713,40,blue-collar,married,primary,no,137,no,yes,cellular,10,jul,214,1,-1,0,,no
cl/13259,28,management,single,tertiary,no,1252,yes,yes,cellular,8,jul,319,4,-1,0,,no
cl/40366,61,management,married,tertiary,no,997,no,no,cellular,22,jun,269,1,104,1,success,yes
cl/17218,38,services,married,secondary,no,0,yes,no,telephone,28,jul,121,2,-1,0,,no
cl/27232,45,admin.,married,secondary,no,256,no,no,cellular,21,nov,135,2,-1,0,,no
cl/34916,33,blue-collar,married,primary,no,-457,yes,yes,cellular,6,may,128,1,350,1,failure,no
cl/14102,29,admin.,married,secondary,no,287,no,yes,cellular,11,jul,249,2,-1,0,,no
cl/20578,30,self-employed,married,secondary,no,0,no,no,cellular,12,aug,297,3,-1,0,,no
cl/36352,34,admin.,single,secondary,no,395,yes,no,cellular,11,may,150,2,364,8,failure,no
cl/29057,58,retired,married,secondary,no,195,no,no,cellular,2,feb,41,1,-1,0,,no
cl/6462,30,blue-collar,married,secondary,no,-202,no,no,,27,may,166,2,-1,0,,no
cl/20421,44,self-employed,married,primary,no,4,no,no,cellular,12,aug,327,2,-1,0,,no
cl/10002,35,services,married,secondary,no,-489,yes,no,,9,jun,90,2,-1,0,,no
cl/11156,45,housemaid,married,tertiary,no,143,no,no,,18,jun,83,1,-1,0,,no
cl/42484,40,management,single,tertiary,no,3797,no,no,cellular,14,dec,263,1,195,2,failure,no
cl/13471,47,blue-collar,married,secondary,no,690,yes,no,cellular,9,jul,113,1,-1,0,,no
cl/12404,36,technician,married,secondary,no,283,yes,yes,,27,jun,56,2,-1,0,,no
cl/3312,45,technician,married,secondary,no,3583,yes,no,,15,may,191,1,-1,0,,no
cl/15295,51,blue-collar,married,secondary,no,598,yes,no,telephone,18,jul,53,4,-1,0,,no
cl/43441,33,self-employed,single,tertiary,no,658,yes,no,cellular,12,apr,93,1,173,2,success,no
cl/39745,30,management,single,tertiary,no,1269,no,no,cellular,28,may,361,2,-1,0,,no
cl/3282,46,management,married,secondary,no,3714,yes,no,,15,may,86,1,-1,0,,no
cl/41033,33,admin.,married,secondary,no,1737,no,no,cellular,14,aug,228,2,106,2,failure,no
cl/6350,35,management,married,secondary,no,1160,yes,no,,27,may,116,3,-1,0,,no
cl/24224,45,management,married,tertiary,no,1323,yes,no,cellular,17,nov,550,1,-1,0,,no
cl/2335,27,admin.,single,secondary,no,-541,yes,yes,,13,may,153,1,-1,0,,no
cl/28082,53,technician,married,primary,no,311,no,no,telephone,28,jan,82,3,-1,0,,no
cl/11242,47,blue-collar,single,unknown,no,2443,no,no,,18,jun,422,1,-1,0,,no
cl/17529,36,admin.,married,secondary,no,-323,yes,no,cellular,29,jul,118,8,-1,0,,no
cl/18618,32,self-employed,divorced,tertiary,no,745,yes,yes,cellular,31,jul,11,20,-1,0,,no
cl/12784,40,admin.,single,secondary,no,-1,no,no,cellular,7,jul,173,1,-1,0,,no
cl/1023,43,technician,divorced,tertiary,no,1026,yes,yes,,7,may,224,5,-1,0,,no
cl/23582,50,blue-collar,married,secondary,no,6288,no,no,cellular,28,aug,20,14,-1,0,,no
cl/14650,37,unemployed,single,secondary,no,1020,yes,no,cellular,15,jul,348,1,-1,0,,no
cl/35178,24,blue-collar,married,primary,no,-247,yes,no,cellular,7,may,203,1,-1,0,,no
cl/36880,49,blue-collar,married,primary,no,3028,yes,no,cellular,12,may,216,2,259,3,other,no
cl/12175,58,technician,divorced,secondary,no,2270,no,no,,20,jun,24,4,-1,0,,no
cl/27042,57,management,married,tertiary,no,0,yes,no,cellular,21,nov,67,1,-1,0,,no
cl/26305,51,technician,married,secondary,no,500,yes,no,cellular,20,nov,26,6,-1,0,,no
cl/26687,50,technician,married,tertiary,no,3117,no,no,cellular,20,nov,44,2,164,1,failure,no
cl/6764,29,management,married,tertiary,no,715,yes,no,,28,may,461,1,-1,0,,no
cl/28738,58,entrepreneur,married,tertiary,no,0,no,yes,cellular,30,jan,540,1,2,2,other,no
cl/6969,36,blue-collar,single,primary,no,2176,yes,no,,28,may,52,2,-1,0,,no
cl/38186,31,admin.,married,secondary,no,122,yes,no,cellular,15,may,49,1,364,1,failure,no
cl/33946,26,self-employed,single,tertiary,no,168,no,no,cellular,30,apr,394,1,-1,0,,yes
cl/1783,48,blue-collar,married,secondary,no,149,yes,no,,9,may,71,1,-1,0,,no
cl/15554,36,management,divorced,tertiary,no,94,no,yes,cellular,21,jul,43,2,-1,0,,no
cl/18686,37,admin.,married,secondary,no,-426,yes,yes,cellular,31,jul,56,30,-1,0,,no
cl/25659,41,blue-collar,single,secondary,yes,81,no,no,cellular,19,nov,212,3,-1,0,,no
cl/43868,30,technician,single,secondary,no,1165,no,no,cellular,4,jun,204,2,183,3,success,yes
cl/1848,38,technician,married,secondary,yes,9,yes,no,,9,may,129,3,-1,0,,no
cl/42915,29,housemaid,single,tertiary,no,19,no,no,cellular,5,feb,110,2,64,2,success,yes
cl/22788,31,management,single,tertiary,no,0,no,no,cellular,25,aug,11,16,-1,0,,no
cl/8249,53,management,married,tertiary,no,6525,yes,no,,2,jun,73,3,-1,0,,no
cl/19066,59,retired,married,primary,no,3400,yes,no,cellular,5,aug,515,3,-1,0,,yes
cl/29490,59,technician,divorced,secondary,no,2735,no,no,cellular,3,feb,213,2,-1,0,,no
cl/27338,38,technician,married,secondary,no,1,yes,no,cellular,21,nov,57,5,199,1,success,no
cl/12661,27,technician,single,secondary,no,126,yes,yes,cellular,4,jul,436,4,-1,0,,no
cl/43556,63,blue-collar,married,primary,no,115,no,no,telephone,27,apr,325,1,180,7,failure,yes
cl/44253,43,management,married,tertiary,no,839,no,no,cellular,22,jul,942,1,-1,0,,yes
cl/24465,51,technician,single,secondary,no,17092,no,no,cellular,17,nov,35,1,-1,0,,no
cl/10981,48,admin.,married,secondary,no,306,no,yes,,17,jun,314,2,-1,0,,no
cl/33774,19,student,single,primary,no,1247,no,no,cellular,23,apr,94,1,-1,0,,no
cl/22502,47,management,married,tertiary,no,286,no,no,cellular,22,aug,557,7,-1,0,,no
cl/2726,25,technician,single,tertiary,no,640,yes,no,,13,may,492,2,-1,0,,no
cl/23403,53,management,divorced,tertiary,no,253,no,no,cellular,27,aug,202,6,-1,0,,no
cl/14841,30,technician,married,secondary,no,-393,yes,yes,cellular,16,jul,435,1,-1,0,,yes
cl/29692,59,technician,married,secondary,no,1866,no,no,telephone,3,feb,288,2,215,1,other,no
cl/17603,39,management,single,tertiary,no,1234,no,no,telephone,29,jul,64,4,-1,0,,no
cl/9438,36,self-employed,single,tertiary,no,2000,no,no,,6,jun,94,1,-1,0,,no
cl/87,41,technician,married,secondary,no,1270,yes,no,,5,may,1389,1,-1,0,,yes
cl/27133,40,management,married,tertiary,no,87,yes,yes,cellular,21,nov,114,1,-1,0,,no
cl/27939,27,technician,single,secondary,no,1187,no,no,cellular,28,jan,120,2,-1,0,,no
cl/31054,48,management,single,tertiary,no,5689,no,no,cellular,12,feb,262,1,-1,0,,yes
cl/9603,53,housemaid,married,primary,no,5098,yes,no,,6,jun,155,3,-1,0,,no
cl/20543,52,blue-collar,married,primary,no,273,yes,no,cellular,12,aug,128,2,-1,0,,no
cl/20840,45,technician,divorced,tertiary,no,206,no,no,cellular,13,aug,376,4,-1,0,,no
cl/29192,32,management,married,tertiary,no,55,no,no,cellular,2,feb,124,3,-1,0,,no
cl/30886,31,self-employed,single,tertiary,no,1815,no,no,telephone,9,feb,1541,1,-1,0,,yes
cl/44625,34,management,married,tertiary,no,1388,yes,no,cellular,1,sep,222,1,93,4,failure,no
cl/19050,57,retired,divorced,tertiary,no,241,no,yes,cellular,5,aug,146,1,-1,0,,no
cl/3320,45,admin.,divorced,secondary,no,660,yes,no,,15,may,71,2,-1,0,,no
cl/43805,29,technician,divorced,secondary,no,124,no,no,,27,may,125,1,-1,0,,no
cl/13229,29,services,single,secondary,no,-32,no,yes,cellular,8,jul,510,1,-1,0,,no
cl/35963,43,blue-collar,married,secondary,no,490,yes,no,cellular,8,may,216,2,368,2,failure,no
cl/9242,45,blue-collar,divorced,primary,no,844,no,no,,5,jun,1018,3,-1,0,,yes
cl/29680,53,blue-collar,married,secondary,no,483,yes,no,cellular,3,feb,288,3,-1,0,,no
cl/1215,46,blue-collar,married,primary,no,45,yes,no,,8,may,235,1,-1,0,,no
